,tconst,primaryTitle,titleFR,Cluster_15
26896,tt0139499,No Ordinary Love,Aucun désir n'est interdit,7
26897,tt0139500,In Vanda's Room,Dans la chambre de Vanda,1
26898,tt0139505,O.S.S. 117 n'est pas mort,O.S.S. 117 n'est pas mort,6
26899,tt0139509,Omelette,Omelette,4
26900,tt0139564,See the Sea,Regarde la mer,2
26901,tt0139615,Slam,Slam,1
26902,tt0139654,Training Day,Training Day,6
26903,tt0139667,The Gangsters,Les truands,4
26904,tt0139668,True Crime,Jugé coupable,10
26905,tt0139683,Un grand cri d'amour,Un grand cri d'amour,4
26906,tt0139686,Une femme a passé,Une femme a passé,7
26907,tt0139687,In the Fields of Dreams,Le Rêve dans la hutte bergère,8
26908,tt0139691,City Under Siege,"Un homme, une ville",6
26909,tt0139696,Hercules of the Desert,Maciste et les filles de la vallée,9
26910,tt0139699,Varsity Blues,American Boys,7
26911,tt0139718,Vihreä kulta,L'or vert,8
26912,tt0139728,Violent Life,Une vie violente,1
26913,tt0139735,I Am My Films - A Portrait of Werner Herzog,Je suis ce que sont mes films,3
26914,tt0139739,William the Conqueror,Guillaume le conquérant,2
26915,tt0139756,The Fugitives,Les évadés,6
26916,tt0139809,The Thirteenth Floor,Passé virtuel,12
26917,tt0139820,The Red Angel,L'Ange rouge,10
26918,tt0139831,Les amants de demain,Les amants de demain,1
26919,tt0139864,Games,Jeux dangereux,6
26920,tt0139865,Assassin in the Phonebook,L'assassin est dans l'annuaire,0
26921,tt0139877,The Nanny,La nourrice,1
26922,tt0139893,Bits and Pieces,Puzzle sanglant,1
26923,tt0139898,The Boys,The Boys,6
26924,tt0139928,Le cercle vicieux,Le cercle vicieux,9
26925,tt0139933,Chronique d'une banlieue ordinaire,Chronique d'une banlieue ordinaire,3
26926,tt0139944,Women Are Like That,Comment qu'elle est?,6
26927,tt0139946,Conchita und der Ingenieur,Le diable noir,9
26928,tt0139951,Così ridevano,Mon frère,1
26929,tt0139972,"Demain et encore demain, journal 1995",Demain et encore demain (Journal 1995),3
26930,tt0139992,Desert Raiders,Vainqueur du désert,6
26931,tt0140018,Elvis and Marilyn,Elvis et Marilyn,0
26932,tt0140023,Endstation Rote Laterne,Poupées d'amour,6
26933,tt0140025,A Touch of Treason,Les ennemis,1
26934,tt0140074,Gigolo,Gibier de potence,1
26935,tt0140242,Hot Blood,Hot Blood,6
26936,tt0140282,In God's Hands,Les dieux du surf,6
26937,tt0140307,Afraid to Die,Le gars des vents froids,2
26938,tt0140320,The Lawbreakers,Tueurs syndiqués,6
26939,tt0140329,Liebe deine Nächste!,Aime ton prochain,7
26940,tt0140349,Mala carodejnice,La petite sorcière,9
26941,tt0140352,The Insider,Révélations,11
26942,tt0140354,Mannequins of Paris,Mannequins de Paris,1
26943,tt0140357,Marche ou crève,Otages,9
26944,tt0140360,Marriage,Mariage,0
26945,tt0140362,Le mariage de Mademoiselle Beulemans,Le mariage de Mademoiselle Beulemans,4
26946,tt0140364,Marie of the Isles,Marie des Isles,5
26947,tt0140366,Match contre la mort,Match contre la mort,1
26948,tt0140367,Marriages,Les femmes comme les hommes ne sont pas des anges,4
26949,tt0140370,Mayurpankh,Les plumes du paon,5
26950,tt0140379,A Midsummer Night's Dream,Le songe d'une nuit d'été,7
26951,tt0140381,The Moment of Truth,La minute de vérité,1
26952,tt0140383,Mitsou,Mitsou ou Comment l'esprit vient aux filles...,4
26953,tt0140384,Blind Beast,La bête aveugle,1
26954,tt0140386,Montmartre sur Seine,Montmartre sur Seine,7
26955,tt0140405,St. Val's Mystery,Le mystère Saint-Val,6
26956,tt0140410,A Night in Venice,Une nuit à Venise,7
26957,tt0140417,"Nine Boys, One Heart","Neuf garçons, un coeur",0
26958,tt0140425,First Taste of Love,Le premier goût de l'amour,1
26959,tt0140435,The Orientals,Femmes du bout du monde,5
26960,tt0140444,Paris Still Sings!,Paris chante toujours!,4
26961,tt0140466,Poyedinok,Le duel,8
26962,tt0140489,When Love Is Lust,Quando l'amore è sensualità,1
26963,tt0140508,Resurrection Man,Resurrection Man,6
26964,tt0140531,Hercules and the Black Pirates,Samson contre le corsaire noir,5
26965,tt0140532,Satan Tempts with Love,Le port des illusions,6
26966,tt0140535,Scandale aux Champs-Élysées,Scandale aux Champs-Élysées,6
26967,tt0140542,Seisaku's Wife,La femme de Seisaku,10
26968,tt0140556,Sun in Your Eyes,Le soleil dans l'oeil,1
26969,tt0140588,Nazi Love Camp 27,Fräulein SS,6
26970,tt0140603,The Dinner,Le dîner,0
26971,tt0140612,Il tempo dell'amore,Les saisons de l'amour,8
26972,tt0140632,Treibjagd auf ein Leben,Une femme à abattre,2
26973,tt0140638,You Laugh,Kaos II,1
26974,tt0140641,The Twin Pawns,Avidité,1
26975,tt0140642,Two a Penny,Je suis formidable,8
26976,tt0140659,River of Evil,Les Rescapés de l'enfer vert,9
26977,tt0140679,Life Begins Tomorrow,La vie commence demain,11
26978,tt0140681,Viol@,Viol@,6
26979,tt0140688,Whatever,Whatever,1
26980,tt0140720,Temptation,L'Île du bout du monde,1
26981,tt0140795,The Contemporary,Le Contemporain,1
26982,tt0140796,Air Bud: Golden Receiver,Air Bud 2,0
26983,tt0140797,Gotta Run!,Course forcée,8
26984,tt0140805,America by Night,Les nuits d'Amérique,3
26985,tt0140808,America as Seen by a Frenchman,L'Amérique insolite vue par François Reichenbach,3
26986,tt0140809,Mad Years,Les années folles,3
26987,tt0140825,Christmas in August,Palwolui Keuriseumaseu,8
26988,tt0140834,Shadow of Evil,Banco à Bangkok pour OSS 117,9
26989,tt0140840,The Battle of the Last Panzer,Panzer division,6
26990,tt0140865,Le bourgeois gentil mec,Le bourgeois gentil mec,4
26991,tt0140879,Caresses,Caresses,1
26992,tt0140888,Central Station,Central do Brasil,1
26993,tt0140891,Ces messieurs de la gâchette,Ces messieurs de la gâchette,4
26994,tt0140892,The Lowest Crime,Chantage,2
26995,tt0140894,"Chile, the Obstinate Memory","Chile, la memoria obstinada",3
26996,tt0140917,The Burning Body,Corps ardents,8
26997,tt0140923,Le crâneur,Le crâneur,6
26998,tt0140952,Two Pennies Worth of Violets,La petite Thérèse,8
26999,tt0140954,Girl Seeks Father,La Proie,1
27000,tt0140974,La ville-bidon,La décharge,1
27001,tt0140976,Disorder Is 20 Years Old,Le désordre a vingt ans,11
27002,tt0140977,The Price of Flesh,Détournement de mineures,1
27003,tt0140984,The Empire of Night,L'empire de la nuit,4
27004,tt0141083,Dames Get Along,Les femmes s'en balancent,6
27005,tt0141090,The Fruit Is Ripe,Les filles sèment le vent,1
27006,tt0141096,Tides of Passion,La foire aux femmes,8
27007,tt0141098,Forces of Nature,Un vent de folie,7
27008,tt0141109,Jack Frost,Jack Frost,0
27009,tt0141121,Gideon,Gideon,7
27010,tt0141122,The Gingko Bed,Gingko Bed,13
27011,tt0141140,Le grand bidule,Le grand bidule,4
27012,tt0141270,Hyperspace,Gremlords,4
27013,tt0141350,Les indiscrètes,Les indiscrètes,4
27014,tt0141369,Inspector Gadget,Inspecteur Gadget,5
27015,tt0141446,Le jouisseur,Le Jouisseur,4
27016,tt0141484,Two Forces,Kainuu 1939,6
27017,tt0141531,Red Lips,Les fausses ingénues,1
27018,tt0141532,My Baby Is Black!,Les lâches vivent d'espoir,1
27019,tt0141544,Legenda a nyúlpaprikásról,Legenda a nyúlpaprikásról,1
27020,tt0141570,Das Mambospiel,Le jeu du mambo,0
27021,tt0141580,Marchandes d'illusions,Marchandes d'illusions,1
27022,tt0141603,A Woman's Case,La femme en question,1
27023,tt0141641,The Maiden,La môme Pigalle,10
27024,tt0141656,Nice - À propos de Jean Vigo,Nice - À propos de Jean Vigo,3
27025,tt0141658,Nick Carter and Red Club,Nick Carter revient,2
27026,tt0141666,Normandie - Niémen,Normandie - Niémen,6
27027,tt0141669,Nature's Paradise,Le Paradis des Nudistes,1
27028,tt0141673,OSS 117 se déchaîne,OSS 117 se déchaîne,9
27029,tt0141709,Paris Does Not Exist,Paris n'existe pas,1
27030,tt0141729,Pierre and Jean,Pierre et Jean,1
27031,tt0141734,Piège,Piège,2
27032,tt0141746,Il saprofita,Le profiteur,8
27033,tt0141753,Pygmalion,Pygmalion,4
27034,tt0141763,Ramses ja unet,Ramsès,3
27035,tt0141807,Congolaise,Savage Africa,3
27036,tt0141817,Seven Guys and a Gal,7 hommes et une garce,9
27037,tt0141824,The Inheritors,Les héritiers,8
27038,tt0141832,Skierri: Land of the Dwarf Birches,La terre des bouleaux nains,1
27039,tt0141871,Autumn Is to Change It All,Rien ne sera pareil en automne,8
27040,tt0141874,Passion,Szenvedely,1
27041,tt0141897,Terror,La terreur des morts-vivants,14
27042,tt0141901,This Is America,L'Amérique interdite,3
27043,tt0141902,This Is America Part 2,L'Amérique interdite 2,3
27044,tt0141907,Town & Country,Potins mondains & amnésies partielles,7
27045,tt0141914,Destination Death,Le dernier convoi,6
27046,tt0141926,U-571,U-571,2
27047,tt0141935,The Slave,La prisonnière du désir,2
27048,tt0141936,Une fille épatante,Une fille épatante,4
27049,tt0141949,The Guarded Village 1944,Village gardé 1944,6
27050,tt0141974,The War Zone,The War Zone,6
27051,tt0141986,Wild Man Blues,Wild Man Blues,11
27052,tt0142065,L'abbé Constantin,L'abbé Constantin,4
27053,tt0142081,Love in First Class,L'amour en première classe,4
27054,tt0142082,In the Affirmative,L'amour avec des si,6
27055,tt0142150,Pirate Submarine,Casabianca,6
27056,tt0142157,That Night,Un silence de mort,2
27057,tt0142158,Chaleurs d'été,Chaleurs d'été,1
27058,tt0142159,La chatte sort ses griffes,La chatte sort ses griffes,6
27059,tt0142160,Le chemin de l'honneur,Le chemin de l'honneur,1
27060,tt0142163,Sexy Timetrip Ninjas,Chikan densha: Gokuhi honban,4
27061,tt0142181,The Bird People in China,Bird People in China,5
27062,tt0142186,Le coin tranquille,Le coin tranquille,4
27063,tt0142192,The Corruptor,Le corrupteur,6
27064,tt0142198,Le coup de sirocco,Le coup de sirocco,1
27065,tt0142201,Crazy in Alabama,La tête dans le carton à chapeaux,0
27066,tt0142215,Histoires d'hiver,Histoires d'hiver,1
27067,tt0142231,Down in the Delta,Loin d'ici,1
27068,tt0142233,Dragon Ball Z: Tree of Might,Dragon Ball Z 3: Le combat fratricide,9
27069,tt0142234,Dragon Ball Z: Bio-Broly,Dragon Ball Z : Attaque Super Warrior !,9
27070,tt0142236,Dragon Ball Z: Fusion Reborn,Dragon ball Z - Le film première époque: La fusion,9
27071,tt0142237,Dragon Ball Z: The Return of Cooler,Dragon Ball 6 - Cent mille guerrier de métal,9
27072,tt0142238,Dragon Ball Z: Bojack Unbound,Dragon Ball Z : Les Mercenaires de l'espace,9
27073,tt0142239,Dragon Ball Z: Broly - Second Coming,Dragon Ball Z 2 - Le film première époque: Rivaux dangereux,9
27074,tt0142240,Dragon Ball Z: The World's Strongest,Dragon Ball Z : Le Robot des glaces,9
27075,tt0142241,Dragon Ball Z: Super Android 13,Dragon ball 7 - L'offensive des cyborgs,9
27076,tt0142242,Dragon Ball Z: Broly - The Legendary Super Saiyan,Dragon Ball Z : Broly le super guerrier,9
27077,tt0142243,Dragon Ball Z: Wrath of the Dragon,Dragon ball Z - Le film seconde époque: L'attaque du dragon,9
27078,tt0142244,Dragon Ball Z: Lord Slug,Dragon Ball Z : La Menace de Namek,9
27079,tt0142248,Dragon Ball: Mystical Adventure,Dragon Ball : L'Aventure mystique,9
27080,tt0142249,Dragon Ball: Sleeping Princess in Devil's Castle,Dragon Ball 2: Le château du démon,9
27081,tt0142250,Dragon Ball: The Path to Power,Dragon Ball : L'Armée du Ruban Rouge,9
27082,tt0142251,Dragon Ball: Curse of the Blood Rubies,Dragon Ball 1 - La légende de Sheron,9
27083,tt0142257,Horrors of Malformed Men,L'effrayant Docteur Hijikata,14
27084,tt0142266,Escapade,Escapade,9
27085,tt0142286,La femme nue,La femme nue,1
27086,tt0142297,Adriatic Sea of Fire,Flammes sur l'Adriatique,2
27087,tt0142316,Rainy Dog,Rainy Dog,6
27088,tt0142342,Big Daddy,Big Daddy,0
27089,tt0142371,Fist of the North Star,"Ken le survivant, le film",5
27090,tt0142383,The Eighth Day,Le huitième jour,1
27091,tt0142412,I Was an Adventuress,J'étais une aventurière,0
27092,tt0142494,The Hunt for Adolf Eichmann,Eichmann: Le fugitif nazi,3
27093,tt0142623,La longue marche,La longue marche,6
27094,tt0142632,Mattie the Goose-Boy,Mathieu l'astucieux,5
27095,tt0142642,The Highway Queen,Les putains aussi,1
27096,tt0142688,The Ninth Gate,La neuvième porte,12
27097,tt0142751,Pantalaskas,Pantalaskas,4
27098,tt0142756,Don't Need Money,Pas besoin d'argent,4
27099,tt0142771,"Policarpo Quaresma, Herói do Brasil",Policarpo,4
27100,tt0142772,The Polish Bride,La fiancée polonaise,8
27101,tt0142773,Poruno jidaigeki: Bôhachi bushidô,Les huit vertus bafouées,6
27102,tt0142782,Prélude à la gloire,Prélude à la gloire,1
27103,tt0142804,Resurrection,Résurrection,6
27104,tt0142812,Street Without a Name,La rue sans nom,1
27105,tt0142822,Sartre by Himself,Sartre par lui-même,3
27106,tt0142879,Suivez-moi jeune homme,Suivez-moi jeune homme,4
27107,tt0142892,Attack Squadron!,Victory,6
27108,tt0142904,Le temps des oeufs durs,Le temps des oeufs durs,4
27109,tt0142915,Tigerstripe Baby Is Waiting for Tarzan,Le bébé tigre,1
27110,tt0142919,Toboggan,Battling-Geo,1
27111,tt0142920,Inferno of Torture,L'enfer des tortures,6
27112,tt0142921,Tokugawa Matrilineage,Vierges pour le shogun,1
27113,tt0142930,Trois de St Cyr,Trois de St Cyr,9
27114,tt0142940,The Last Paradise,Le paradis des hommes,11
27115,tt0142952,Urlaubsgrüße aus dem Unterhöschen,Slips en vadrouille,4
27116,tt0142969,Volga in Flames,Volga en flammes,8
27117,tt0142996,Yakuza Law,La loi yakuza,6
27118,tt0143010,Orgies of Edo,Orgies sadiques de l'ère Edo,1
27119,tt0143020,It Only Happens to the Living,Ça n'arrive qu'aux vivants,6
27120,tt0143021,Échec au roy,Échec au roy,4
27121,tt0143022,L'école est finie,L'école est finie,0
27122,tt0143023,Sin and Desire,L'épave,1
27123,tt0143086,"Accused, Stand Up!",L'affaire des Folies-Montmartre,6
27124,tt0143088,Adieu Philippine,Adieu Philippine,1
27125,tt0143093,Shooting the Moon,L'arbre aux seringues,1
27126,tt0143110,Hardly a Criminal,L'affaire de Buenos Aires,6
27127,tt0143116,"Arsene Lupin, Detective",Arsène Lupin détective,4
27128,tt0143124,Ha-Banana Hashehora,La banane noire,5
27129,tt0143145,The World Is Not Enough,Le monde ne suffit pas,9
27130,tt0143147,Good Luck,Bonne chance!,7
27131,tt0143166,Captive,La captive,6
27132,tt0143170,Love Around the Clock,La cavalcade des heures,0
27133,tt0143180,The Citadel of Silence,La citadelle du silence,1
27134,tt0143186,Comme une bête,Comme une bête,4
27135,tt0143203,Lullaby of the Earth,La berceuse de la grande terre,1
27136,tt0143212,The Two Girls,Les deux gamines,4
27137,tt0143235,Between Eleven and Midnight,Entre onze heures et minuit,10
27138,tt0143245,Fang lang,Sweet degeneration,1
27139,tt0143246,Fantômas,Fantômas,2
27140,tt0143247,Fantomas Against Fantomas,Fantômas contre Fantômas,12
27141,tt0143281,"Golem, le jardin pétrifié","Golem, le jardin pétrifié",1
27142,tt0143285,Gueule d'ange,Gueule d'ange,1
27143,tt0143287,Heimweh nach dir,"Amours, délices et jazz",1
27144,tt0143316,I Follow in My Father's Footsteps,Je règle mon pas sur le pas de mon père,4
27145,tt0143334,The Small Town,Kasaba,1
27146,tt0143337,Les kidnappeurs,Les kidnappeurs,4
27147,tt0143338,Killer Crocodile,Killer Crocodile,9
27148,tt0143343,Kisangani Diary,Loin du Rwanda,3
27149,tt0143348,Lone Wolf and Cub: Baby Cart in Peril,"Baby Cart: L'âme d'un père, le coeur d'un fils",2
27150,tt0143367,Let the Good Times Roll,Les folles années du rock,3
27151,tt0143422,American Virgin,Live Virgin,4
27152,tt0143428,Lone Wolf and Cub: Baby Cart in the Land of Demons,Baby Cart: Le territoire des démons,6
27153,tt0143532,Legions of Honor,Légions d'honneur,1
27154,tt0143549,La madone des sleepings,La madone des sleepings,5
27155,tt0143614,Marie Baie des Anges,Marie Baie des Anges,8
27156,tt0143657,Merci mon chien,Merci mon chien,4
27157,tt0143686,Miroir,Miroir,1
27158,tt0143746,Molly,Molly,7
27159,tt0143748,The World Will Shake,Le monde tremblera,13
27160,tt0143749,Ballerina,La mort du cygne,1
27161,tt0143757,"Méfiez-vous, mesdames!","Méfiez-vous, mesdames!",4
27162,tt0143764,La neige était sale,La neige était sale,1
27163,tt0143766,The Amateurs,Les amateurs,1
27164,tt0143779,The Ostrich Has Two Eggs,Les oeufs de l'autruche,4
27165,tt0143782,One Only Loves Once,La caille,1
27166,tt0143819,Queen City Rocker,Les loubards de Queen City,1
27167,tt0143834,Crimson Curtain,Ce soir on joue Macbeth,1
27168,tt0143841,The King of the Gate Crashers,Le roi des resquilleurs,4
27169,tt0143843,The Sensuous Doll,La peau qui brûle,2
27170,tt0143848,S.O.S. Noronha,S.O.S. Noronha,9
27171,tt0143850,The Wages of Sin,Le salaire du péché,1
27172,tt0143851,The Wicked Go to Hell,Les salauds vont en enfer,6
27173,tt0143860,Der schwarze Tanner,Tanner l'irréductible,1
27174,tt0143861,Scratch,Scratch,3
27175,tt0143865,Section des disparus,Section des disparus,2
27176,tt0143868,The Seventh Commandment,Le 7ème commandement,4
27177,tt0143874,Shattered Image,Jesse,6
27178,tt0143881,The Lost One,La traviata,1
27179,tt0143888,Le soleil de minuit,Le soleil de minuit,9
27180,tt0143894,Lost Souvenirs,Souvenirs perdus,1
27181,tt0143895,Soyez les bienvenus,L'autocar en folie,4
27182,tt0143907,Country of the Deaf,Les silencieuses,0
27183,tt0143929,The Land That Dies,La terre qui meurt,1
27184,tt0143930,The Terror with Women,La terreur des dames,4
27185,tt0143941,A Bit of Luck,Un brin de chance,1
27186,tt0143944,Toni,Toni,10
27187,tt0143946,La tour de Nesle,La tour de Nesle,3
27188,tt0143949,Frustrations,La traite des blanches,1
27189,tt0143956,Three Women,Trois femmes,4
27190,tt0143962,The Last Days of Pompeii,Les derniers jours de Pompéi,1
27191,tt0143965,Une vie de garçon,La vie de garçons,4
27192,tt0143975,Variétés,Variétés,8
27193,tt0143976,Vendetta en Camargue,Vendetta en Camargue,0
27194,tt0143994,Was macht Papa denn in Italien?,Que fait donc papa en Italie?,4
27195,tt0144020,Pickpocket,"Xiao Wu, artisan pickpocket",1
27196,tt0144084,American Psycho,American Psycho,0
27197,tt0144087,The Call,L'appel du silence,1
27198,tt0144094,Basta che non si sappia in giro!..,Gardez-le pour vous!,4
27199,tt0144117,The Boondock Saints,Les anges de Boston,2
27200,tt0144120,Bride of Chucky,La fiancée de Chucky,4
27201,tt0144126,Café de Paris,Café de Paris,12
27202,tt0144127,Camera d'albergo,Chambre d'hôtel,4
27203,tt0144134,The Cherry Orchard,La cerisaie,1
27204,tt0144142,Committed,Committed,0
27205,tt0144156,Dark Confessions,Confessions interdites,6
27206,tt0144168,Dick,Dick - Les coulisses de la présidence,4
27207,tt0144180,Eyes Full of Sun,Du soleil plein les yeux,1
27208,tt0144183,The Unfrocked One,Le défroqué,1
27209,tt0144187,The Eve of Ivan Kupalo,La nuit de la veille de la Saint-Jean,8
27210,tt0144201,Girl on the Bridge,La fille sur le pont,7
27211,tt0144214,The General's Daughter,Le déshonneur d'Elisabeth Campbell,10
27212,tt0144248,In Quiet Night,Sans le silence de la mort,6
27213,tt0144249,The Incredible Genie,Génial génie,0
27214,tt0144260,Jugofilm,Le jour où Sascha est revenu,1
27215,tt0144294,La marcia su Roma,La marche sur Rome,4
27216,tt0144396,My Sister's Business,My Sister's Business,1
27217,tt0144528,Nutty Professor II: The Klumps,La famille Foldingue,7
27218,tt0144546,Outside Ozona,Sur la route d'Ozona,7
27219,tt0144547,Ozone: The Attack of the Redneck Mutants,Ozone,14
27220,tt0144591,Greenfields,Les champs verts,1
27221,tt0144597,Secret of the Andes,Le secret des Andes,9
27222,tt0144604,Shadrach,Shadrach,1
27223,tt0144608,Sinbad: Beyond the Veil of Mists,Sinbad La Légende du Royaume Interdit,9
27224,tt0144622,St. Ives,St. Ives,8
27225,tt0144626,Man Who Cried for Revenge,Son nom crie vengeance,1
27226,tt0144637,Tequila Body Shots,Tequila Body Shot,4
27227,tt0144640,Three to Tango,Un de trop,7
27228,tt0144646,Toto Who Lived Twice,Toto qui vécut deux fois,0
27229,tt0144666,Leon Garros ishchet druga,Vingt mille lieues sur la terre,1
27230,tt0144667,The SuperVips,"VIP, Mon Frère Le Surhomme",4
27231,tt0144681,West and Soda,Sur la piste de l'Ouest sauvage,0
27232,tt0144715,Holy Smoke,Holy Smoke,0
27233,tt0144747,Love Unbowed by Time,Amour que le temps n'eteint pas,8
27234,tt0144748,Angels of Sin,Je suis une fille,6
27235,tt0144754,Alibis,Alibis,1
27236,tt0144778,Ava & Gabriel: A Love Story,Ava et Gabriel,1
27237,tt0144814,The Rage: Carrie 2,Carrie 2 : La Haine,13
27238,tt0144829,One Hundred Children Waiting for a Train,Cien niños esperando un tren,3
27239,tt0144869,Diplopennies,En dansant le sirtaki,4
27240,tt0144882,East L.A. Warriors,East L.A. Warriors,6
27241,tt0144900,Error in Judgment,Talents cachés,2
27242,tt0144906,The Seventh Day of Creation,La septième jour de la création,1
27243,tt0144947,Goldstein,Goldstein,4
27244,tt0144953,Habiba Msika: The Dance of Fire,Habiba Msika: La Danse du Feu,11
27245,tt0144964,Highlander: Endgame,Highlander: Endgame,9
27246,tt0144995,Minne,"Minne, l'ingénue libertine",4
27247,tt0145005,"I Don't Know Much, But I'll Say Everything","Je sais rien, mais je dirai tout",4
27248,tt0145020,"Karzan, il favoloso uomo della jungla","Karzan, le maître de la jungle",5
27249,tt0145027,Notorious Concubines,Les Six épouses de Ch'ing,8
27250,tt0145046,Little Dieter Needs to Fly,Petit Dieter doit voler,11
27251,tt0145056,Loyal Opposition,La Maison-Blanche ne répond plus,6
27252,tt0145081,Midnight Mambo,Midnight Mambo,0
27253,tt0145082,Midnight Warrior,Scoop à la une,6
27254,tt0145091,Il mondo di notte numero 3,Le monde de nuit numéro trois,3
27255,tt0145115,Nem Tudo é Verdade,Nem Tudo é Verdade,1
27256,tt0145142,Numéros zéros,Numéros zéros,3
27257,tt0145309,The Virgin,La Vierge,7
27258,tt0145335,Friend of the Family,Patate,4
27259,tt0145413,Face to Face,Face à Face,8
27260,tt0145487,Spider-Man,Spider-Man,9
27261,tt0145503,Sunshine,Sunshine,8
27262,tt0145505,Susan's Plan,Susan a un plan,4
27263,tt0145519,The Territory of Others,Le territoire des autres,3
27264,tt0145521,The Death of Alexandros,La mort d'Alexandre,1
27265,tt0145531,Stigmata,Stigmata,14
27266,tt0145547,Two Hands,Two Hands,4
27267,tt0145560,Voyage to the End of the World,Le Voyage,1
27268,tt0145597,"1974, une partie de campagne",50.81%,3
27269,tt0145653,Angela's Ashes,Les cendres d'Angela,11
27270,tt0145660,Austin Powers: The Spy Who Shagged Me,Austin Powers - L'espion qui m'a tirée,5
27271,tt0145666,Playmates,Le bal des voyous,4
27272,tt0145681,The Bone Collector,Bone Collector,10
27273,tt0145682,Le bonheur,Le bonheur,7
27274,tt0145723,Le corps de Diane,Le corps de Diane,1
27275,tt0145734,Playing by Heart,La carte du coeur,7
27276,tt0145761,Ein echter Hausfrauenfreund,Evelyne,4
27277,tt0145816,Hellé,Hellé,8
27278,tt0145835,My Mother the General,Les bidasses dans la mélasse,0
27279,tt0145853,Johnny the Giant Killer,Jeannot l'intrépide,9
27280,tt0145891,Daisy Town,Lucky Luke,5
27281,tt0145893,Simply Irresistible,Simplement irrésistible,0
27282,tt0145900,Maxime,Maxime,0
27283,tt0145929,The Idiot Returns,Le retour de l'idiot,7
27284,tt0145971,A Place to Grow,Les moissons du coeur,1
27285,tt0146063,The Princess and the Pea,La Princesse au Petit Pois,9
27286,tt0146271,April Story,Shigatsu monogatari,8
27287,tt0146278,Sleepless Nights,Cinq Nuit sans Sommeil,4
27288,tt0146289,The Bishop's Bedroom,La chambre de l'évèque,0
27289,tt0146309,Thirteen Days,Treize jours,6
27290,tt0146316,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,9
27291,tt0146327,Tumultes,Tumultes,6
27292,tt0146336,Urban Legend,Urban Legend,12
27293,tt0146365,À propos de la femme,Le macho,1
27294,tt0146407,The Adventures of Ragtime,Les aventures de Ragtime,0
27295,tt0146429,Mannequin,L'amour à la bouche,1
27296,tt0146458,Balkanisateur,Valkanizater,4
27297,tt0146468,Barrio,Barrio,1
27298,tt0146496,"Blue Water, White Death","Bleue est la mer, blanche est la mort...",3
27299,tt0146558,Cinderella,Cinderella,3
27300,tt0146571,College Kickboxers,College Kickboxers,2
27301,tt0146664,The Day Silence Died,Le jour où le silence est mort,7
27302,tt0146671,Into My Heart,Par amour,1
27303,tt0146675,End of Days,La fin des temps,13
27304,tt0146838,Any Given Sunday,L'enfer du dimanche,1
27305,tt0146872,Hot Sex in Bangkok,Sexe chaud à Bangkok,4
27306,tt0146882,High Fidelity,Haute fidélité,0
27307,tt0146984,The Legend of Bagger Vance,La légende de Bagger Vance,1
27308,tt0147004,Little Voice,Little Voice,0
27309,tt0147052,Mission of Danger,Mission of Danger,9
27310,tt0147125,The Customer of the Off Season,Le client de la morte saison,8
27311,tt0147197,La présence des ombres,La présence des ombres,2
27312,tt0147310,SS Camp 5: Women's Hell,Roses rouges pour le Führer,2
27313,tt0147353,Scandalo in famiglia,La lycéenne se marie,4
27314,tt0147414,Sixteen,Malicieuse à seize ans,1
27315,tt0147440,Sesso e volentieri,Les derniers monstres,4
27316,tt0147530,A Spiral of Mist,Caresses bourgeoises,6
27317,tt0147539,Lo stallone,L'étalon,1
27318,tt0147590,Tattooed Tears,Les larmes tatouées,3
27319,tt0147599,Thick as Thieves,Comme un voleur,6
27320,tt0147612,Happiness,Happiness,0
27321,tt0147646,Und vor mir die Sterne... - Das Leben der Schlagersängerin Renate Kern,Et je vois les étoiles...,3
27322,tt0147706,Whose Child Am I?,Les affamés du désir,1
27323,tt0147741,The Enigma of the Folies-Bergere,Enigme aux Folies-Bergère,1
27324,tt0147800,10 Things I Hate About You,10 bonnes raisons de te larguer,7
27325,tt0147823,Goodbye Beautiful Days,Les beaux jours d'Aranjuez,4
27326,tt0147856,Uncorked,La ferme - une comédie bio,1
27327,tt0147858,Along the Fango River,Au long de rivière Fango,1
27328,tt0147863,Un mauvais garçon,Mon Prisonnier,0
27329,tt0147920,The Executioner of Hearts,Le bourreau des coeurs,4
27330,tt0147990,Peking Duck Soup,"Chinois, encore un effort pour être révolutionnaires",3
27331,tt0148011,The Conqueror of the Orient,Le conquérant de l'Orient,5
27332,tt0148054,"Debout les crabes, la mer monte!","Debout les crabes, la mer monte!",4
27333,tt0148062,Last Exit Before Roissy,Dernière sortie avant Roissy,1
27334,tt0148086,Ultimate Gunfighter,Un doigt sur la gâchette,1
27335,tt0148097,The Edge of Power,L'ultime complot,2
27336,tt0148103,Set Me Free,Emporte-moi,8
27337,tt0148351,Sergiu Celibidache's Garden,Le jardin de Celibidache,3
27338,tt0148392,Lancelot: Guardian of Time,Lancelot: Le gardien du temps,13
27339,tt0148421,Looking for an Echo,Les légendes de Brooklyn,1
27340,tt0148539,Night of the Serpent,Un tueur nommé Luke,1
27341,tt0148585,Pauline et l'ordinateur,Pauline et l'ordinateur,4
27342,tt0148639,Project Eliminator,Eliminator,2
27343,tt0148669,Rends-moi la clé!,Rends-moi la clé!,4
27344,tt0148677,The Revenge of Ivanhoe,La revanche d'Ivanhoe,9
